OriginalTweet,Attitude,Emotion
"Russia declares the defeat of 28 military facilities of Ukraine per day, the Armed Forces of Ukraine say they are blocking the movement of Ukrainian residents in the occupied territories and mining abandoned military equipment;",0,0
Ukraine boutta take Russia https://t.co/ATDRfoNQAU,1,0
"“Russia is redeploying elements of its forces from Georgia to reinforce its invasion of Ukraine, British military intelligence said on Thursday.” 
Insurgencies across occupied territories next? #Ukraine #UkraineRussianWar 
https://t.co/b9Vwux47EA",1,0
@NadiaInBC @JardaCali @lapatina_ Ethnic russians can go to Russia and stay the fuck out of Ukraine. Stop blaming the victim already! The only workable solution is for Russia to take its poor excuse of an army back home before they are sent back in body bags.,1,1
"@KremlinRussia_E  Please Stop the invasion of Ukraine &amp; withdraw ALL troops. 2. Commit to provide rebuilding funds. 3. Treaty with Ukraine that has mutual respect. If you take these steps, your country can move toward making Russia strong.",1,1
@DrunkGerber We divorced my Mail-order bride from Russia in support of Ukraine,1,0
The U.S. government began privately warning some American companies the day after Russia invaded Ukraine that Moscow could manipulate software designed by Russian cybersecurity company Kaspersky to cause harm - Reuters,0,0
"Remember Hunter Biden travelled on Air Force 2 with then VP Biden on official visits overseas.  

Hunter Biden's foreign business dealings: 4 countries with financial links to president's son https://t.co/A395l8ti8s #FoxNews",0,0
"Evolution of LNP and business excuses:
1. Labor
2. China
3. Covid
4. Russia
5. Ukraine
6. Anybody’s guess
Excuses, excuses, excuses! 
#LNPfail",0,0
"@AdamKinzinger For some reason, Biden doesn't want Ukraine to win. He just refuses to give Ukrainians the weapons needed to kick Russia out of Ukraine.  You have to start thinking does Putin have some type of kompromat on Biden?",0,0
"President Joe Biden said on Thursday that Russian President Vladimir Putin seems to be self-isolating in Russia and may have fired or put under house arrest some of his advisers.

 https://t.co/V2AKnrxURF
#Putin #IStandWithUkraine #Biden #UkraineRussianWar",0,0
"@JornalOGlobo I prayed to God for the end of the war, but I stopped, because when the war is over, they will thank Saint Nicholas of Myra, protector of Russia, and Saint Josaphat, protector of Ukraine and not God. https://t.co/SsJIL1TUzk",1,0
#UkraineRussiaWar : Russia hands back control of #Chernobyl to #Ukraine - with most Russian forces there having withdrawn https://t.co/mpBGvvKXqL,0,0
Ukraine LIVE: ‘Thank you Queen!’ Joy at British-made launcher helping turn tide of war https://t.co/or4eauSdmk,0,0
Dave Decamp on Russia’s War in Ukraine and Washington’s Reaction https://t.co/n24OfwMaoJ,0,0
"Larrylanes &amp; Bella Shmurda – Jonzing | MP3 DOWNLOAD
https://t.co/PKbrn3mqjv
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/j45OGPpA0N",0,0
"M.I Abaga Ft. Chillz – Daddy | MP3 DOWNLOAD
https://t.co/MLfroo74Jt
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/wuJ3P7LxyV",0,0
"Joeboy – Cubana | MP3 DOWNLOAD
https://t.co/5eUM0vTIkw
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/uOKPvdor6k",0,0
"@KINGMAN1002 @LanceGoober @KyivIndependent You should be talking to Russia, he is doing the same thing to Ukraine as they did in Syria, minus the president of Ukraine DIDNT invite them.The USA forces in Iraq worked WITH Iraqi forces after the Iraqis killed Saddam themselves. Libya? lol talk to Islamic countries on that.",1,0
"Khalid – Vertigo | MP3 DOWNLOAD
https://t.co/q5OehgGqrK
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/nO8j6nhSYj",0,0
"The US could have performed a massive humanitarian service by taking in tens of thousands of refugees of Hong Kong, Ukraine and Russia and it would have doubled as one of the greatest moves in national self-interest in decades.  Both political parties have failed spectacularly. https://t.co/IoqYk5v4D4",0,0
"@JAlan21813286 @JudicialWatch @JamesCa70626795 @TomFitton If he’s guilty of treason like the Biden’s, Clinton’s and Obama, then yes jail time. Was he engaged in quid pro Joe, you know the ‘big guy’ payments from China, Ukraine and Russia, Russia,Russia",0,0
"DOWNLOAD MP3; Khalid Ft. Empress Of – Suncity | MP3 DOWNLOAD
https://t.co/j1B5EmXf82
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/CXNHq2Puyi",0,0
@TheDemocrats It’s not Putins gas price hike..  the price of gas was going up prior to Russia invading Ukraine.,0,0
"Zara Larsson – Ruin My Life | MP3 DOWNLOAD
https://t.co/xrnAMJdJVj
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/hoG85UfkUV",0,0
"MØ Ft. Charli XCX – If It’s Over | MP3 DOWNLOAD
https://t.co/lW18TAFQd8
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/YBu9Snv2W7",0,0
"DOWNLOAD ALBUM: MØ – Forever Neverland | MP3 DOWNLOAD
https://t.co/jc9e591b02
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/ir413UOm3q",0,0
"Post Malone &amp; Swae Lee – Sunflower | MP3 DOWNLOAD
https://t.co/vuj5B8cNV9
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/SGroqyE0Rf",0,0
Ukrainians: Russian 'Withdrawal' May Signal More Attacks | https://t.co/yKNong910b https://t.co/Dmzoj1PeM5 via @Newsmax,0,0
"@anders_aslund I bet this old man have never been to Russia or Ukraine in his brainwashed life but he think Putin is wrong for defending his people from the criminals that champions invasion he's supporting,.
 Hey old man, go stop Putin if your balls are complete and stop coming here to rant.",0,1
"""I would hope now that we see the horrors of autocracy in Russia
 and Ukraine that we're reminded again of the perils of traveling down the path of authoritarianism.""- #KPUxSchiff",1,0
"@revistaforum I prayed to God for the end of the war, but I stopped, because when the war is over, they will thank Saint Nicholas of Myra, protector of Russia, and Saint Josaphat, protector of Ukraine and not God. https://t.co/JyWNJ90BLn",0,0
"I Love Twitters
I Love Japan
I Love USA
I Love Russia
I Love EU
I Love India
I Love England
I Love Taiwan
I Love Canada
I Love France
I Love Germany
I Love Australia
I Love Italy
I Love Ukraine❤
#こんにちは #笑 (｡◕‿◕｡)♡ https://t.co/IGUjzHJPGR",1,0
"Ukraine: Russian forces took humanitarian aid 
https://t.co/yNsFTHmha1 They need to burn. 🔥🔥🔥🔥🔥",1,1
"cryptocurrency news.

The two sides of the crypto coin in the Russia-Ukraine war - VentureBeat 

 https://t.co/yo0dwHoLlM

#crypto #cryptocurrency #BTC #bitcoin #money",0,0
"""...the more leverage that #China gains over #Russia, the less favourable that is for #India. I don't think anyone would believe that if China once again breaches the Line of Actual Control, Russia would come running to India's defence,""—US Dep. NSA Singh

https://t.co/PUexR029qm",0,0
"“Ukraine says Russia forcibly relocated thousands from Mariupol. Here’s one dramatic account,” Washington Post.

https://t.co/1WbuM7PtXR",0,0
"Pentagon spox says Russian counterparts not taking calls from US officials
  And l wonder why. . . . .
https://t.co/5QAKYYbX1L",0,0
@StevenT65674368 Of course we are.We implemented more socialism-pay people to stay home and increase control of production and supply chain”for our own safety”.We are getting the same results that socialism always brings- no surprise. We had shortages before last month’s Russia/Ukraine conflict.,0,0
"🇺🇦 #Ukraine's largest crypto exchange, #KUNA, says #crypto has been vital during the #Russia conflict!

👇Read more about why he says this in the link below!
https://t.co/JK5daYJtt8 https://t.co/IWVSrg2UPs",0,0
"The young, military-age males dying in droves in Ukraine are the key to Russia’s demographic future. 

By @captainkudzu
https://t.co/zAawEl9mjv",1,1
A Brutal Russian Playbook Reapplied in Ukraine https://t.co/A0YuN8xS7s,1,1
"name
internal storage     Disk       X96Max_Plus2_12 /sdcard
IPC$                 IPC        IPC Service (Samba on Android X96Max_Plus2_12)
ADMIN$               IPC        IPC Service (Samba on Android X96Max_Plus2_12)
#OpRussia #Russia #Ukraine",0,0
"@CAontu @FaerieWhings @meatballsubzero @Irishede My point is that 14,000 people died in Ukraine prior to the Russia invasion. This already includes all sides of the conflict.

Thanks for adding absolutely nothing to the conversation?",1,0
Pentagon spox says Russian counterparts not taking calls from US officials https://t.co/Rt8Bc9hRqV #FoxNews,0,0
"@merchmont @ForeignPolicy @anchalvohra Russia never wanted to conquer and subjugate Ukraine.  Now it is documented that the US wants to overthrow and balkanize Russia, as part of its geopolitical, unipolar agenda. Russia wanted a security agreement. I'm surprised how so many are lost in the weeds.",0,0
"""Sanctioned Oligarch’s Presence Adds Intrigue to Ukraine-Russia Talks"" by Valerie Hopkins via NYT https://t.co/O6Rb95vGo8",0,0
@blindsquirreldc @sullydish @SamRamani2 The guest was very ignorant on Nazis being in Ukraine. There are a lot more Nazis in US and Russia than Ukraine. Azov is not a Nazi unit. Very ignorant,1,1
@Elizabe86020834 @Joyce_Devivre2 @denna_dar @JohnNguyen88819 @Amb_Ulyanov @mfa_russia 2014 ukraine was at war,0,0
"Sally said""Does fraudulent president Biden really think Americans are stupid?. What we didn't notice the gas prices going up before Russia attacks the Ukraine?, does stopping the pipeline seem stupid now?, Once again the real President Trump was right.""",0,1
"@UOLNoticias I prayed to God for the end of the war, but I stopped, because when the war is over, they will thank Saint Nicholas of Myra, protector of Russia, and Saint Josaphat, protector of Ukraine and not God. https://t.co/LX61pckkM3",0,0
"@DrawingDead5 @UAWeapons @Euan_MacDonald @WSJ They only used up a few working s300’, most are decommissioned. In 1992 they had enough s300’ to cover UKraine 3 times, plus plenty of intercontinental ballistic missiles to attack US &amp; allies 5x over with warheads…. Hence Bill Clinton &amp; Russia was keen to neutralise UKraine .",0,0
"Russia’s invasion of Ukraine: List of key events, day 36
As the Russia-Ukraine war enters its 36th day, we take a look at the main developments.

#News #DailyNews #LiveNews",0,0
Russia invading Ukraine I don't blame Putin. I blame the intelligence and yet can't stop him because they are afraid of WW3.people have to die to avoid WW3 while the military contractors make billions over military aid into Ukraine. During child tax credit no money now billions.,1,1
"#Russian mother’s will soon be losing many of these young men to death in #Ukraine. Everything #Russia says is a LIE. 
#Putin is a lying sociopath.

#PutinsWar #PutinWarCrimes https://t.co/Iv8EWTBI8y",1,1
"""Can Russia return to the world stage, as other aggressor nations have done ?""

&gt; Look - if #China &amp; #America can, #Russia certainly can

&gt; Stop pretending that geopolitics is anything other than a 'game' that sometimes slaughters loads of innocent people

#Vietnam #Iraq #Ukraine",1,1
Ukraine: Russia’s cruel siege warfare tactics unlawfully killing civilians – new testimony and investigation https://t.co/YgVdJViH3b,1,1
Baltics fear NATO membership isn't sufficient to protect against Russia https://t.co/l6ekyEMVs6 via @nbcnews #UkraineRussiaConflict https://t.co/OOKf3M5CED,0,0
Ukraine update: More setbacks for Russia as Ukrainian defense finds its footing https://t.co/jLEFJyA8K8 #PutinsWar,1,0
An Anonymous Twitter Account Translates China Propaganda About the War https://t.co/bSkV3Dbw5z,0,0
"Pentagon spox says Russian counterparts not taking calls from US officials

https://t.co/OsnUb3Mo2F",0,0
"@keading_david Stop blowing smoke up my ass, Trump &amp; pence tried to prepare Ukraine for Russian invasion by strong-arm Ukraine for dirt on his opponent the guy that withheld military defensive equipment,the Guy that has outstanding loans with Russian banks,is beholden to Russia and Putin !! https://t.co/xqJ4mKkQH7",0,0
"Please donate to https://t.co/Juj22oLs4E. Effects of Russia’s attack - Families have been displaced, children have been injured, and men were forced to stay behind to fight. Your donation will be used to provide: Food and Shelter - And many other important services #Ukraine https://t.co/cMtfx8wJi8",0,0
"@c_sullied @Specialk186 @funder As a superpower there r some lines that cannot be crossed. For example, no country in North Africa can hav a military alliance with Russia or hav nuclear weapons. So why wld the US push Ukraine into breeching it's agreement with Russia to join NATO n reactivate their nukes? https://t.co/XctiQczxER",0,0
@Cyberspec1 That’s what I was thinking I just don’t see Russia soldiers doing that.  I have seen that video of Ukraine soldiers shooting the kneecaps of Russia soldiers.  It was barely reported and never followed up on at least as of now.,0,1
